"season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","predictions"
"3","0","9","0","3",1,"1",0.673333,0.6269,0.697083,0.1673,4785,4868.1330523762
"3","0","9","0","2",1,"2",0.561667,0.532217,0.88125,0.134954,3641,4129.4201523532
"3","0","9","0","4",1,"2",0.628333,0.554963,0.902083,0.128125,4795,3654.25239632035
"4","0","9","0","6",0,"2",0.606667,0.564412,0.8625,0.0783833,5423,4262.42362370962
"4","0","9","0","1",1,"2",0.649167,0.589042,0.848333,0.1107,4630,4263.76507909313
"4","0","9","0","4",1,"1",0.616667,0.574512,0.699167,0.172883,4839,4826.33718845679
"4","0","10","0","0",0,"2",0.356667,0.345317,0.791667,0.222013,2918,3196.72452368024
"4","0","10","0","3",1,"1",0.538333,0.527138,0.647917,0.17725,4826,4654.21888329806
"4","0","10","1","1",0,"1",0.570833,0.542925,0.73375,0.0423042,5117,4996.6353856685
"4","0","10","0","3",1,"3",0.541739,0.513848,0.895217,0.243339,2424,2936.11877083333
"4","0","10","0","1",1,"1",0.463333,0.457067,0.772083,0.118792,4187,4019.98569039433
"4","0","10","0","2",1,"1",0.471667,0.463375,0.622917,0.166658,4687,4333.91047938107
"4","0","11","0","3",1,"1",0.3775,0.390133,0.71875,0.0820917,4186,3482.47801024923
"4","0","11","0","0",0,"1",0.348333,0.362358,0.734583,0.0920542,3649,3413.94384590246
"4","0","11","0","1",1,"1",0.395,0.400871,0.75875,0.057225,4035,3766.66924883287
"4","0","11","0","2",1,"1",0.408333,0.412246,0.721667,0.0690375,4205,3729.68432056669
"4","0","11","0","3",1,"1",0.4,0.409079,0.758333,0.0621958,4109,3598.00795225167
"4","0","11","0","4",1,"2",0.38,0.373721,0.813333,0.189067,2933,3106.25522368024
"4","0","11","0","0",0,"1",0.440833,0.43055,0.458333,0.281721,3717,3837.94156849817
"4","0","11","0","6",0,"1",0.329167,0.324483,0.502083,0.224496,3663,3652.68915751862
"4","0","11","0","1",1,"3",0.4475,0.445062,0.91,0.138054,2765,2503.20130769231
"4","0","11","0","0",0,"1",0.459167,0.4558,0.698333,0.208954,3071,3992.92902101166
"4","0","11","0","1",1,"1",0.503478,0.490122,0.743043,0.142122,3867,4320.02952732243
"4","0","12","0","6",0,"1",0.299167,0.310604,0.612917,0.0957833,3614,3508.42791848543
"4","0","12","0","2",1,"3",0.4625,0.4564,0.949583,0.232583,2594,2801.21486329365
"4","0","12","0","3",1,"3",0.41,0.400246,0.970417,0.266175,705,2309.53433710016
"4","0","12","0","4",1,"1",0.265833,0.256938,0.58,0.240058,3322,3093.92348392555
"4","0","12","0","2",1,"1",0.2825,0.301138,0.59,0.14055,3523,3488.29453277115
"4","0","12","0","5",1,"2",0.375,0.359825,0.500417,0.260575,3577,3536.98406384008
"4","0","12","0","6",0,"2",0.258333,0.249371,0.560833,0.243167,2739,2706.07386304643
"4","0","12","0","0",0,"1",0.238333,0.245579,0.58625,0.169779,2431,2709.78071384008
"1","0","12","0","4",1,"1",0.248333,0.263892,0.574167,0.119412,2423,2054.24070555556
"1","0","12","0","5",1,"1",0.311667,0.318812,0.636667,0.134337,2999,2208.43636349206
"1","0","12","0","6",0,"1",0.41,0.414121,0.615833,0.220154,2485,2714.37863315296
"1","1","1","0","0",0,"1",0.37,0.375621,0.6925,0.192167,2294,3667.74052395382
"1","1","1","0","3",1,"2",0.274167,0.282821,0.8475,0.131221,2177,3126.22490341615
"1","1","1","0","6",0,"1",0.18,0.183087,0.4575,0.187183,2493,2395.94498888889
"1","1","1","0","0",0,"1",0.166667,0.161625,0.419167,0.251258,2311,2208.60804805195
"1","1","1","0","5",1,"2",0.2175,0.220958,0.45,0.20275,3163,2577.55193098857
"1","1","1","0","6",0,"2",0.173333,0.174875,0.83125,0.222642,1301,2061.75223174603
"1","1","1","0","1",1,"2",0.218333,0.243058,0.91125,0.110708,2432,2378.94651532091
"1","1","1","0","2",1,"1",0.39,0.381317,0.416667,0.261817,4509,4111.32944004249
"1","1","2","0","4",1,"2",0.399167,0.398971,0.672917,0.187187,3761,4069.91791406677
"1","1","2","0","6",0,"2",0.264167,0.272725,0.779583,0.121896,2832,3048.98303333333
"1","1","2","0","4",1,"1",0.265,0.261988,0.562083,0.194037,3830,3347.13993040028
"1","1","2","0","2",1,"2",0.319167,0.333946,0.50875,0.141179,3922,3890.87327019953
"1","1","2","0","3",1,"1",0.348333,0.351629,0.53125,0.1816,4169,4222.62783988721
"1","1","2","0","4",1,"2",0.316667,0.330162,0.752917,0.091425,3005,3762.44486385032
"1","1","2","0","6",0,"1",0.346667,0.355425,0.534583,0.190929,4318,4035.51074872547
"1","1","2","0","0",0,"2",0.28,0.265788,0.515833,0.253112,2689,3003.08735382396
"1","1","2","0","2",1,"1",0.287826,0.295113,0.594348,0.205717,3777,3861.28051307497
"1","1","2","0","3",1,"2",0.344348,0.34847,0.804783,0.179117,1834,3723.81697441182
"1","1","3","0","2",1,"1",0.258333,0.255042,0.456667,0.200875,3956,3133.73862643202
"1","1","3","0","4",1,"1",0.5275,0.524604,0.5675,0.441563,5382,5735.88982863966
"1","1","3","0","0",0,"1",0.361739,0.35967,0.476957,0.222587,4911,3874.70366624945
"2","1","3","0","3",1,"1",0.484167,0.47095,0.48125,0.291671,5698,5685.29944545618
"2","1","4","0","3",1,"1",0.541667,0.53345,0.469583,0.180975,6436,6608.33061204791
"2","1","4","0","6",0,"1",0.4375,0.426129,0.254167,0.274871,6857,5930.2444040293
"2","1","4","0","2",1,"1",0.446667,0.436233,0.435,0.249375,5918,5867.71971691709
"2","1","4","0","2",1,"1",0.608333,0.598487,0.390417,0.273629,6691,6574.91121623979
"2","1","4","0","6",0,"1",0.57,0.542921,0.682917,0.283587,6624,6433.73691344959
"2","1","4","0","0",0,"3",0.396667,0.389504,0.835417,0.344546,1027,3171.86086410256
"2","1","4","0","2",1,"1",0.413333,0.405283,0.454167,0.249383,5633,5614.03345012947
"2","1","4","0","3",1,"1",0.476667,0.470317,0.427917,0.118792,6196,6132.61928447509
"2","1","4","0","4",1,"2",0.498333,0.483583,0.756667,0.176625,5026,5485.3712496337
"2","1","5","0","1",1,"2",0.5375,0.527142,0.664167,0.230721,6273,5674.4430021978
"2","1","5","0","4",1,"1",0.505833,0.491783,0.552083,0.314063,6572,6167.64996978449
"2","1","5","0","3",1,"1",0.636667,0.595975,0.697917,0.122512,7424,6675.1888527589
"2","1","5","0","4",1,"1",0.593333,0.572613,0.52,0.229475,7384,6864.85899557778
"2","1","5","0","1",1,"2",0.598333,0.565667,0.81125,0.233204,4359,4771.54999267399
"2","1","5","0","4",1,"1",0.655,0.6067,0.716667,0.172896,6770,6431.40632489454
"2","1","5","0","0",0,"1",0.69,0.641425,0.697083,0.215171,6591,6260.43896656315
"2","1","5","1","1",0,"1",0.7125,0.6793,0.67625,0.196521,6043,6229.18786666667
"2","1","5","0","4",1,"1",0.68,0.631329,0.492917,0.195279,7338,6801.08712391578
"2","1","6","0","1",1,"1",0.5975,0.578283,0.487083,0.284833,6998,7075.23250487695
"2","1","6","0","0",0,"1",0.726667,0.663517,0.538333,0.133721,6598,6798.492427861
"2","1","6","0","0",0,"1",0.5925,0.571975,0.59875,0.144904,6978,7122.96979672188
"3","1","6","0","4",1,"1",0.805833,0.752542,0.567917,0.118787,5905,6222.215918557
"3","1","6","0","3",1,"1",0.6975,0.640792,0.36,0.271775,7335,7024.00207870664
"3","1","6","0","6",0,"1",0.765,0.687508,0.60125,0.161071,5687,6805.66937711145
"3","1","7","0","2",1,"1",0.780833,0.70265,0.492083,0.126237,6660,6577.29377316027
"3","1","7","0","4",1,"1",0.8275,0.761367,0.457917,0.194029,6241,6004.81522694008
"3","1","7","0","4",1,"1",0.77,0.714642,0.600417,0.165429,6591,6731.95326981165
"3","1","7","0","5",1,"2",0.665833,0.613025,0.844167,0.208967,5870,5425.78761169941
"3","1","7","0","3",1,"1",0.724167,0.654054,0.45,0.1648,8173,6911.06146717357
"3","1","7","0","2",1,"1",0.713333,0.662896,0.704167,0.165425,7216,6726.38407279527
"3","1","8","0","4",1,"1",0.7525,0.707088,0.659583,0.129354,7261,7122.3635719678
"3","1","8","0","5",1,"2",0.765833,0.722867,0.6425,0.215792,7175,6421.71816945277
"3","1","8","0","5",1,"2",0.715833,0.667942,0.715833,0.238813,5786,6271.56418850039
"3","1","8","0","2",1,"1",0.726667,0.676779,0.686667,0.169158,6784,6887.71027902555
"3","1","8","0","4",1,"1",0.719167,0.654688,0.519167,0.141796,7605,7212.65898217833
"3","1","8","0","6",0,"1",0.678333,0.618071,0.603333,0.177867,7865,7082.80786853408
"3","1","8","0","3",1,"1",0.6675,0.621854,0.677083,0.0702833,7375,7318.09263008008
"3","1","8","0","6",0,"2",0.661667,0.618696,0.712917,0.244408,6053,6238.06962024642
"3","1","8","0","2",1,"1",0.728333,0.66605,0.62,0.190925,7040,6853.03040533062
"3","1","9","0","2",1,"1",0.725833,0.686888,0.755,0.236321,6864,6437.6437893897
"3","1","9","0","5",1,"1",0.633333,0.594083,0.6725,0.103863,8009,7601.53433246103
"3","1","9","0","1",1,"2",0.580833,0.55305,0.734583,0.151742,6869,6226.84605476191
"3","1","9","0","2",1,"2",0.623333,0.565067,0.8725,0.357587,4073,4922.05490952381
"3","1","9","0","6",0,"1",0.65,0.610488,0.646667,0.283583,8395,7183.85122273576
"4","1","9","0","0",0,"1",0.529167,0.518933,0.467083,0.223258,7907,7048.35566255836
"4","1","9","0","2",1,"1",0.55,0.544179,0.57,0.236321,7538,7178.82771590484
"4","1","9","0","4",1,"2",0.65,0.607975,0.690833,0.134342,7393,6729.16681978022
"4","1","9","0","5",1,"2",0.619167,0.585863,0.69,0.164179,7415,6761.24079761905
"4","1","9","0","6",0,"1",0.5425,0.530296,0.542917,0.227604,8555,7399.85390065359
"4","1","9","0","0",0,"1",0.526667,0.517663,0.583333,0.134958,6889,6936.91976097105
"4","1","10","0","1",1,"2",0.520833,0.512,0.649167,0.0908042,6778,6519.93287222222
"4","1","10","0","6",0,"1",0.554167,0.538521,0.664167,0.268025,7965,7000.59027128851
"4","1","10","0","2",1,"2",0.446667,0.438112,0.761667,0.1903,6392,4832.16156666667
"4","1","10","0","0",0,"1",0.521667,0.508204,0.640417,0.278612,6639,6484.96120065359
"4","1","10","0","1",1,"2",0.561667,0.53915,0.7075,0.296037,5875,5892.1081474359
"4","1","10","0","2",1,"1",0.468333,0.460846,0.558333,0.182221,7534,6479.68810679742
"4","1","10","0","3",1,"1",0.455833,0.450108,0.692917,0.101371,7461,6129.40934271709
"4","1","10","0","4",1,"2",0.5225,0.512625,0.728333,0.236937,7509,6312.03234871795
"4","1","10","0","6",0,"1",0.484167,0.472842,0.572917,0.117537,8090,6706.38019467787
"4","1","10","0","2",1,"1",0.544167,0.530304,0.641667,0.0945458,7466,6933.06386865043
"4","1","10","0","4",1,"2",0.55,0.529688,0.800417,0.124375,7359,6029.60371794872
"4","1","10","0","5",1,"2",0.545833,0.52275,0.807083,0.132467,7444,5789.36708461539
"4","1","10","0","3",1,"2",0.3575,0.3611,0.666667,0.166667,5566,4592.07300238095
"4","1","11","0","4",1,"2",0.365833,0.369942,0.581667,0.157346,5986,4660.52924900018
"4","1","11","0","0",0,"1",0.325833,0.329538,0.532917,0.179108,5107,4954.20507052033
"4","1","11","0","4",1,"2",0.321667,0.324492,0.620417,0.152987,5445,4626.80463784467
"4","1","11","0","2",1,"2",0.374167,0.380667,0.685,0.082725,5634,4496.74775130899
"4","1","11","0","6",0,"1",0.278333,0.248742,0.404583,0.376871,2277,4073.87697168942
"4","1","11","0","0",0,"1",0.245833,0.257583,0.468333,0.1505,2424,4163.05132138417
"4","1","11","0","3",1,"1",0.296667,0.289762,0.50625,0.210821,5260,5251.70285670265
"4","1","11","0","4",1,"1",0.28087,0.298422,0.555652,0.115522,5323,5030.50894842481
"4","1","12","0","1",1,"1",0.4525,0.455796,0.7675,0.0827208,6234,5676.09658388889
"4","1","12","0","6",0,"1",0.324167,0.338383,0.650417,0.10635,5047,5111.38912217688
"4","1","12","0","0",0,"2",0.3625,0.369938,0.83875,0.100742,3786,4321.04497142857
"4","1","12","0","2",1,"1",0.410833,0.409708,0.66625,0.221404,5557,5307.58316581196
"1","1","12","0","5",1,"2",0.326667,0.301767,0.556667,0.374383,3623,3579.66831904496
"1","1","12","0","0",0,"1",0.245833,0.259471,0.515417,0.133083,1787,2954.04496633366
"1","1","12","0","1",1,"2",0.231304,0.2589,0.791304,0.0772304,920,2870.72133913043
"1","1","12","1","2",0,"2",0.291304,0.294465,0.734783,0.168726,1013,3487.86963095238
"1","1","12","0","6",0,"2",0.253333,0.2424,0.752917,0.124383,1341,2629.44736666666
"1","1","12","0","1",1,"2",0.215833,0.223487,0.5775,0.154846,2729,2597.22007722567
